%	year-month-day-hour-swdn	[W m-2]		
2019	6	1	0	0
2019	6	1	3	0
2019	6	1	6	0
2019	6	1	9	1
2019	6	1	12	1
2019	6	1	15	1
2019	6	1	18	1
2019	6	1	21	0
2019	6	2	0	0
2019	6	2	3	0
2019	6	2	6	1
2019	6	2	9	1
2019	6	2	12	1
2019	6	2	15	1
2019	6	2	18	1
2019	6	2	21	0
2019	6	3	0	0
2019	6	3	3	0
2019	6	3	6	1
2019	6	3	9	1
2019	6	3	12	1
2019	6	3	15	1
2019	6	3	18	1
2019	6	3	21	0
2019	6	4	0	0
2019	6	4	3	0
2019	6	4	6	1
2019	6	4	9	1
2019	6	4	12	1
2019	6	4	15	1
2019	6	4	18	1
2019	6	4	21	0
2019	6	5	0	0
2019	6	5	3	0
2019	6	5	6	1
2019	6	5	9	1
2019	6	5	12	1
2019	6	5	15	1
2019	6	5	18	1
2019	6	5	21	0
2019	6	6	0	0
2019	6	6	3	0
2019	6	6	6	1
2019	6	6	9	1
2019	6	6	12	1
2019	6	6	15	1
2019	6	6	18	1
2019	6	6	21	0
2019	6	7	0	0
2019	6	7	3	0
2019	6	7	6	1
2019	6	7	9	1
2019	6	7	12	1
2019	6	7	15	1
2019	6	7	18	1
2019	6	7	21	0
2019	6	8	0	0
2019	6	8	3	0
2019	6	8	6	1
2019	6	8	9	1
2019	6	8	12	1
2019	6	8	15	1
2019	6	8	18	1
2019	6	8	21	0
2019	6	9	0	0
2019	6	9	3	0
2019	6	9	6	0
2019	6	9	9	1
2019	6	9	12	1
2019	6	9	15	1
2019	6	9	18	1
2019	6	9	21	0
2019	6	10	0	0
2019	6	10	3	0
2019	6	10	6	1
2019	6	10	9	1
2019	6	10	12	1
2019	6	10	15	1
2019	6	10	18	1
2019	6	10	21	0
2019	6	11	0	0
2019	6	11	3	0
2019	6	11	6	0
2019	6	11	9	1
2019	6	11	12	1
2019	6	11	15	1
2019	6	11	18	1
2019	6	11	21	0
2019	6	12	0	0
2019	6	12	3	0
2019	6	12	6	1
2019	6	12	9	1
2019	6	12	12	1
2019	6	12	15	1
2019	6	12	18	1
2019	6	12	21	0
2019	6	13	0	0
2019	6	13	3	0
2019	6	13	6	0
2019	6	13	9	1
2019	6	13	12	1
2019	6	13	15	1
2019	6	13	18	0
2019	6	13	21	0
2019	6	14	0	0
2019	6	14	3	0
2019	6	14	6	0
2019	6	14	9	1
2019	6	14	12	1
2019	6	14	15	1
2019	6	14	18	1
2019	6	14	21	0
2019	6	15	0	0
2019	6	15	3	0
2019	6	15	6	1
2019	6	15	9	1
2019	6	15	12	1
2019	6	15	15	1
2019	6	15	18	1
2019	6	15	21	0
2019	6	16	0	0
2019	6	16	3	0
2019	6	16	6	1
2019	6	16	9	1
2019	6	16	12	1
2019	6	16	15	1
2019	6	16	18	1
2019	6	16	21	0
2019	6	17	0	0
2019	6	17	3	0
2019	6	17	6	1
2019	6	17	9	1
2019	6	17	12	1
2019	6	17	15	1
2019	6	17	18	1
2019	6	17	21	0
2019	6	18	0	0
2019	6	18	3	0
2019	6	18	6	0
2019	6	18	9	1
2019	6	18	12	1
2019	6	18	15	1
2019	6	18	18	1
2019	6	18	21	0
2019	6	19	0	0
2019	6	19	3	0
2019	6	19	6	0
2019	6	19	9	1
2019	6	19	12	1
2019	6	19	15	1
2019	6	19	18	1
2019	6	19	21	0
2019	6	20	0	0
2019	6	20	3	0
2019	6	20	6	1
2019	6	20	9	1
2019	6	20	12	1
2019	6	20	15	1
2019	6	20	18	1
2019	6	20	21	0
2019	6	21	0	0
2019	6	21	3	0
2019	6	21	6	0
2019	6	21	9	0
2019	6	21	12	1
2019	6	21	15	1
2019	6	21	18	1
2019	6	21	21	0
2019	6	22	0	0
2019	6	22	3	0
2019	6	22	6	0
2019	6	22	9	1
2019	6	22	12	1
2019	6	22	15	1
2019	6	22	18	1
2019	6	22	21	0
2019	6	23	0	0
2019	6	23	3	0
2019	6	23	6	0
2019	6	23	9	1
2019	6	23	12	1
2019	6	23	15	1
2019	6	23	18	1
2019	6	23	21	0
2019	6	24	0	0
2019	6	24	3	0
2019	6	24	6	1
2019	6	24	9	1
2019	6	24	12	1
2019	6	24	15	1
2019	6	24	18	1
2019	6	24	21	0
2019	6	25	0	0
2019	6	25	3	0
2019	6	25	6	0
2019	6	25	9	1
2019	6	25	12	1
2019	6	25	15	1
2019	6	25	18	0
2019	6	25	21	0
2019	6	26	0	0
2019	6	26	3	0
2019	6	26	6	0
2019	6	26	9	1
2019	6	26	12	1
2019	6	26	15	1
2019	6	26	18	1
2019	6	26	21	0
